"","test","model","roi","class","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"88","recurrent","agnostic","IWR11-reg002","Tumor",0.738372093023256,0.549180327868853,0.535864978902954,0.748603351955307,0.535864978902954,0.738372093023256,0.621026894865526,0.413461538461538,0.305288461538462,0.569711538461538,0.643776210446054
"89","recurrent","agnostic","IWR11-reg003","Tumor",0.718122815776336,0.635014272121789,0.789462129527991,0.541720779220779,0.789462129527991,0.718122815776336,0.752104575163399,0.655861165684348,0.470988867059594,0.596594629993451,0.676568543949062
"90","recurrent","agnostic","IWR11-reg004","Tumor",0.876188294582522,0.654672745034191,0.78292907583666,0.78812230497844,0.78292907583666,0.876188294582522,0.826937628364501,0.587036912526054,0.514354871243192,0.656962280642776,0.765430519808356
"91","recurrent","agnostic","IWR11-reg005","Tumor",0.690884476534296,0.713371266002845,0.716928119878249,0.6871431833752,0.716928119878249,0.690884476534296,0.703665402734689,0.512369942196532,0.353988439306358,0.493757225433526,0.702127871268571
"92","recurrent","agnostic","IWR11-reg006","Tumor",0.670023881216904,0.661900307363357,0.718356896359791,0.609150166031238,0.718356896359791,0.670023881216904,0.693349092081229,0.562755638658408,0.377059717190604,0.524891901367302,0.66596209429013
"93","recurrent","agnostic","IWR11-reg007","Tumor",0.797079721009061,0.639818613690348,0.785659213569776,0.655603495961943,0.785659213569776,0.797079721009061,0.791328264034946,0.623541844490509,0.49701255944397,0.632605779782953,0.718449167349704
"94","primary","agnostic","IWP05-reg001","Lymphoid",0.983870967741935,0.913095956547978,0.0315571650284532,0.999949161159126,0.0315571650284532,0.983870967741935,0.0611528822055138,0.00286997176318104,0.00282368189603296,0.0894783131972411,0.948483462144957
"95","primary","agnostic","IWP05-reg002","Lymphoid",0.846518987341772,0.928376391514388,0.238839285714286,0.995630040095508,0.238839285714286,0.846518987341772,0.372562674094708,0.0258624217375292,0.021893031059459,0.0916642795760527,0.88744768942808
"96","primary","agnostic","IWP05-reg003","Lymphoid",0.794223826714801,0.913512129916669,0.126400459638035,0.996463361667804,0.126400459638035,0.794223826714801,0.218091697645601,0.0155116897662047,0.0123197536049279,0.0974660506789864,0.853867978315735
"97","primary","agnostic","IWP05-reg004","Lymphoid",0.674540682414698,0.950281874064401,0.141364136413641,0.995861148197597,0.141364136413641,0.674540682414698,0.233742610277399,0.0119894266473661,0.0080873560324753,0.0572093901441249,0.81241127823955
